k,Inertia,Silhouette,Davies-Bouldin,Calinski-Harabasz
2,59.68987934187316,0.40031211060793886,0.9992526795092683,15.532495380444214
3,42.150261018998975,0.41944756101517267,0.691996251135596,15.097110039346648
4,26.091180103044252,0.43727017026082105,0.4973975214859206,19.828989613939534
5,17.37235461272111,0.4720877683523252,0.42421890290057085,23.781360451499705
6,12.296774463028129,0.4096555515362075,0.536500375294182,27.102412754053514
7,9.029898069449278,0.36379685317477095,0.6525082422005114,30.222966382642298
8,7.585185306492419,0.347885715588233,0.6462159519096167,29.588727166529875
9,6.328389348249857,0.3352129374155709,0.6428785723611976,29.603618076266244
10,5.193070960237122,0.3256298311418707,0.6159984277175042,30.427380948476348
